game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2019-11-26_uc_davis_sacramento_st,Sacramento St.,10-18,1-4,0-0,6-15,4-10,5-6,5-13,1-4,0-1,5-13,0-5,2-5,1-4,1-3,2-4,2-7,0-2,1-2,29-70,7-28,10-18,0,11,9,38,9,9,16,19
2019-11-26_uc_davis_sacramento_st,UC Davis,5-19,0-5,2-2,5-12,1-5,7-10,7-14,2-7,2-4,5-10,2-5,5-5,2-6,1-4,0-0,1-3,0-2,5-6,25-64,6-28,21-27,0,10,9,30,14,9,8,18
2019-11-26_uc_santa_barbara_san_diego_st,San Diego St.,5-13,3-6,3-4,5-14,0-4,0-3,6-13,3-7,0-0,5-18,1-5,0-1,,,,,,,21-58,7-22,3-8,0,2,3,12,0,3,6,8
2019-11-26_uc_santa_barbara_san_diego_st,UC Santa Barbara,6-14,1-5,2-2,5-13,2-6,0-0,6-14,3-5,4-6,7-16,2-5,2-4,,,,,,,24-57,8-21,8-12,0,8,5,26,2,4,11,13
2019-11-26_csu_bakersfield_north_texas,North Texas,4-16,0-3,1-4,6-11,0-3,2-6,5-16,1-4,0-1,6-15,2-7,4-4,,,,,,,21-58,3-17,7-15,0,14,2,36,4,4,13,15
2019-11-26_csu_bakersfield_north_texas,CSU Bakersfield,5-15,1-2,2-4,5-14,2-5,0-0,10-22,1-6,0-0,7-15,1-6,0-1,,,,,,,27-66,5-19,2-5,0,21,2,38,4,4,24,39
2019-11-29_hawaii_north_texas,North Texas,8-15,2-5,2-3,7-13,2-5,2-4,3-10,0-0,6-7,4-11,0-3,8-10,,,,,,,22-49,4-13,18-24,0,7,3,30,12,6,12,18
2019-11-29_hawaii_north_texas,Hawaii,6-14,3-6,1-3,5-16,1-5,1-4,4-13,1-6,4-5,6-11,2-6,5-5,,,,,,,21-54,7-23,11-17,0,6,3,24,3,6,15,15
2019-11-29_denver_uc_irvine,UC Irvine,7-16,4-7,2-5,7-18,1-4,2-2,10-19,2-3,1-2,5-17,1-5,4-4,,,,,,,29-70,8-19,9-13,1,5,3,40,9,16,12,39
2019-11-29_denver_uc_irvine,Denver,6-22,0-7,0-0,8-18,2-6,11-11,8-19,1-5,4-4,5-17,3-9,8-10,,,,,,,27-76,6-27,23-25,1,19,3,34,13,16,17,9
2019-11-29_msu_moorhead_uc_san_diego,UC San Diego,5-16,2-7,2-2,7-15,2-5,2-2,6-18,0-4,2-2,4-17,0-4,6-7,,,,,,,22-66,4-20,12-13,0,9,2,32,18,3,14,22
2019-11-29_msu_moorhead_uc_san_diego,MSU Moorhead,4-11,2-5,0-0,6-15,0-4,7-10,3-14,1-5,1-1,5-15,1-6,6-8,,,,,,,18-55,4-20,14-19,0,3,2,22,4,3,10,12
2019-11-29_sfa_uc_santa_barbara,UC Santa Barbara,7-15,2-5,1-2,7-13,3-6,0-0,3-13,2-6,0-1,6-18,2-9,0-0,,,,,,,23-59,9-26,1-3,0,6,1,18,4,4,13,15
2019-11-29_sfa_uc_santa_barbara,SFA,5-12,1-5,4-4,6-13,5-6,4-4,4-13,1-5,2-3,5-8,1-2,9-13,,,,,,,20-46,8-18,19-24,0,6,2,22,0,4,10,17
2019-11-29_cal_poly_old_dominion,Old Dominion,7-18,2-8,1-2,6-13,2-5,1-2,6-18,4-7,0-2,4-11,0-3,5-9,,,,,,,23-60,8-23,7-15,0,14,0,28,7,0,19,30
2019-11-29_cal_poly_old_dominion,Cal Poly,3-13,2-3,0-0,5-12,1-3,0-0,4-7,2-3,4-4,9-14,2-6,2-2,,,,,,,21-46,7-15,6-6,0,4,0,22,0,0,13,11
2019-11-29_long_beach_st_penn_st,Penn St.,6-13,1-5,0-0,6-13,2-6,1-1,5-14,2-5,1-2,5-14,1-6,4-4,,,,,,,22-54,6-22,6-7,0,14,0,20,4,1,8,10
2019-11-29_long_beach_st_penn_st,Long Beach St.,8-14,2-3,4-4,5-18,2-7,0-2,6-17,1-6,0-2,4-7,0-1,9-12,,,,,,,23-56,5-17,13-20,0,12,0,34,15,1,20,16
2019-11-29_csun_smu,SMU,9-19,1-2,2-2,5-14,0-5,2-4,4-13,0-0,0-4,8-12,0-0,11-13,,,,,,,26-58,1-7,15-23,0,7,0,38,18,3,17,25
2019-11-29_csun_smu,CSUN,4-17,2-7,7-8,5-15,2-6,0-1,5-13,4-6,2-2,4-16,1-9,4-4,,,,,,,18-61,9-28,13-15,0,11,0,16,5,3,12,20
2019-11-29_cal_st_fullerton_delaware,Delaware,9-19,3-4,2-3,4-13,2-6,3-4,8-18,1-1,5-6,3-12,0-2,8-10,,,,,,,24-62,6-13,18-23,0,9,0,28,4,0,11,13
2019-11-29_cal_st_fullerton_delaware,Cal St. Fullerton,3-16,0-3,5-6,3-19,0-8,0-0,6-15,0-0,7-8,7-18,3-6,2-3,,,,,,,19-68,3-17,14-17,0,4,0,22,6,0,14,22
2019-11-29_csu_bakersfield_san_jose_st,San Jose St.,8-15,2-6,0-2,5-17,0-2,0-0,6-19,1-6,6-6,4-15,1-6,15-18,,,,,,,23-66,4-20,21-26,0,6,7,32,12,14,13,9
2019-11-29_csu_bakersfield_san_jose_st,CSU Bakersfield,3-18,3-10,1-2,8-21,2-5,2-3,9-19,4-8,0-0,9-15,1-3,4-6,,,,,,,29-73,10-26,7-11,0,13,7,34,12,14,9,41
2019-11-29_arizona_uc_riverside,UC Riverside,3-9,0-2,0-0,0-6,0-2,6-7,1-10,0-1,0-0,5-17,1-6,2-2,,,,,,,9-42,1-11,8-9,0,7,1,10,0,4,0,2
2019-11-29_arizona_uc_riverside,Arizona,10-17,2-7,0-0,6-17,1-7,1-2,8-12,4-6,0-2,5-15,3-9,1-2,,,,,,,29-61,10-29,2-6,0,19,1,24,4,4,27,39
2019-11-30_uc_davis_portland_st,Portland St.,7-19,2-6,6-6,7-16,4-6,0-0,5-18,3-7,6-6,5-12,1-5,6-6,,,,,,,24-65,10-24,18-18,0,16,4,18,11,16,19,6
2019-11-30_uc_davis_portland_st,UC Davis,9-17,5-7,1-2,5-14,2-7,6-9,6-16,2-8,2-2,3-12,2-6,4-4,,,,,,,23-59,11-28,13-17,0,11,4,20,9,16,5,21
2019-11-30_hawaii_nc_state,NC State,7-21,1-8,0-0,8-14,4-5,0-0,4-14,2-5,3-6,9-15,2-6,0-0,,,,,,,28-64,9-24,3-6,0,11,1,32,3,7,8,4
2019-11-30_hawaii_nc_state,Hawaii,5-15,1-4,0-0,4-14,4-9,2-2,5-12,1-6,2-2,7-14,5-9,2-3,,,,,,,21-55,11-28,6-7,0,3,1,16,0,7,5,20
2019-11-30_uc_irvine_north_ala,North Ala.,12-20,2-6,1-2,5-13,3-7,5-8,7-14,1-3,9-9,7-20,3-9,2-2,,,,,,,31-67,9-25,17-21,0,9,0,40,16,2,17,29
2019-11-30_uc_irvine_north_ala,UC Irvine,3-13,2-7,1-2,2-21,0-9,3-4,8-21,0-5,4-6,7-16,2-6,8-13,,,,,,,20-71,4-27,16-25,0,11,0,32,14,2,13,40
2019-11-30_hawaii_pacific_uc_san_diego,UC San Diego,3-14,2-10,0-0,6-19,2-10,3-4,6-16,3-10,5-8,3-17,2-12,11-13,,,,,,,18-66,9-42,19-25,0,9,5,16,7,9,13,19
2019-11-30_hawaii_pacific_uc_san_diego,Hawaii Pacific,4-15,1-6,3-5,3-13,1-5,5-6,10-18,3-5,2-3,5-11,1-3,13-14,,,,,,,22-57,6-19,23-28,0,6,5,30,9,9,6,15
2019-11-30_cal_poly_lamar_university,Lamar University,2-13,2-9,3-3,6-19,2-8,2-3,4-14,0-4,1-2,8-14,4-7,2-10,,,,,,,20-60,8-28,8-18,0,10,0,16,4,2,30,30
2019-11-30_cal_poly_lamar_university,Cal Poly,8-17,2-4,2-2,4-8,0-3,4-6,5-12,0-0,3-6,5-11,1-3,1-1,,,,,,,22-48,3-10,10-15,1,13,0,38,0,2,8,15
2019-11-30_california_long_beach_st,Long Beach St.,2-6,0-1,3-4,3-15,1-2,0-0,4-13,1-2,4-6,9-19,0-4,0-1,,,,,,,18-53,2-9,7-11,0,6,1,28,2,1,16,18
2019-11-30_california_long_beach_st,California,8-13,3-6,3-5,5-11,1-4,0-0,5-15,3-7,3-6,5-12,0-3,9-10,,,,,,,23-51,7-20,15-21,0,12,1,30,3,1,10,37
2019-11-30_csun_indiana_st,Indiana St.,5-13,0-1,2-6,6-14,1-2,3-4,6-16,3-7,4-6,4-12,0-1,4-6,,,,,,,21-55,4-11,13-22,0,14,1,32,4,1,20,19
2019-11-30_csun_indiana_st,CSUN,8-15,2-7,1-2,6-15,3-6,3-4,7-14,3-5,0-2,4-11,0-1,5-8,,,,,,,25-55,8-19,9-16,0,13,0,30,4,1,16,15
2019-11-30_cal_st_fullerton_montana,Montana,8-15,2-3,3-3,5-13,1-5,7-9,7-11,4-5,3-6,3-11,2-5,3-10,,,,,,,23-50,9-18,16-28,0,4,1,22,2,3,18,28
2019-11-30_cal_st_fullerton_montana,Cal St. Fullerton,5-18,0-5,0-0,8-15,2-4,0-1,8-15,5-8,4-4,6-14,0-1,4-5,,,,,,,27-62,7-18,8-10,0,13,0,32,2,3,21,20
2019-12-01_hawaii_texas,Texas,10-15,2-5,2-3,2-13,0-1,2-4,8-14,0-1,2-2,3-12,0-1,6-8,,,,,,,23-54,2-8,12-17,0,8,8,36,15,13,11,6
2019-12-01_hawaii_texas,Hawaii,4-12,3-7,5-6,4-11,4-6,3-5,5-14,2-4,2-2,8-12,1-2,11-11,,,,,,,21-49,10-19,21-24,0,3,8,20,9,13,14,7
2019-12-01_chicago_st_uc_santa_barbara,UC Santa Barbara,11-21,5-8,2-2,7-17,4-7,4-6,11-17,2-6,8-12,4-15,2-6,3-4,,,,,,,33-70,13-27,17-24,0,12,0,36,16,0,22,35
2019-12-01_chicago_st_uc_santa_barbara,Chicago St.,6-17,1-5,1-2,7-14,2-5,5-10,6-20,1-3,3-4,4-19,1-3,5-9,,,,,,,23-70,5-16,14-25,0,17,0,18,20,0,12,28
2019-12-01_colorado_st_uc_riverside,UC Riverside,3-14,2-10,0-0,1-14,1-6,0-0,5-12,1-4,4-4,5-17,2-7,2-3,,,,,,,14-57,6-27,6-7,1,5,1,6,0,3,2,2
2019-12-01_colorado_st_uc_riverside,Colorado St.,5-17,1-7,0-0,2-16,1-8,0-0,6-16,2-6,4-6,5-14,3-7,5-8,,,,,,,18-63,7-28,9-14,0,9,1,20,5,3,10,7
2019-12-02_uc_irvine_portland_st,Portland St.,8-17,3-8,1-2,6-12,0-0,6-8,4-15,1-6,9-12,6-11,0-1,2-3,,,,,,,24-55,4-15,18-25,0,13,8,36,2,9,15,4
2019-12-02_uc_irvine_portland_st,UC Irvine,8-18,4-9,1-2,6-21,2-6,3-5,3-18,0-7,4-7,5-17,3-9,0-0,,,,,,,22-74,9-31,8-14,0,18,8,24,2,9,8,34
2019-12-02_csu_bakersfield_nc_central,N.C. Central,8-13,1-3,1-6,2-8,0-2,3-4,6-11,0-2,8-9,8-13,0-3,10-12,,,,,,,24-45,1-10,22-31,1,11,2,40,11,4,22,18
2019-12-02_csu_bakersfield_nc_central,CSU Bakersfield,9-16,2-5,5-7,7-17,1-2,5-6,7-15,0-6,0-0,4-13,0-3,13-16,,,,,,,27-61,3-16,23-29,0,7,2,36,28,4,26,48
2019-12-04_loyola_marymount_csun,CSUN,4-15,0-2,0-2,5-17,1-5,2-4,6-16,4-10,0-0,8-16,1-3,2-3,,,,,,,23-64,6-20,4-9,0,11,4,26,1,5,14,1
2019-12-04_loyola_marymount_csun,Loyola Marymount,3-11,0-4,2-3,8-14,1-4,4-6,6-17,1-6,1-4,4-15,0-4,3-8,,,,,,,21-57,2-18,10-21,0,9,7,30,4,4,8,17
2019-12-04_san_francisco_cal_st_fullerton,Cal St. Fullerton,7-15,0-1,0-2,4-14,1-3,1-2,10-18,1-2,2-4,7-17,0-5,2-2,,,,,,,28-64,2-11,5-10,0,7,0,42,10,1,8,7
2019-12-04_san_francisco_cal_st_fullerton,San Francisco,7-14,3-6,2-2,6-17,3-7,3-4,5-20,2-4,3-4,5-17,0-5,9-11,,,,,,,23-68,8-22,17-21,0,12,2,28,7,2,10,14
2019-12-05_uc_davis_boston_u,Boston U.,8-14,5-7,0-0,4-11,2-3,2-4,6-15,1-6,3-4,7-17,3-4,2-4,,,,,,,25-57,11-20,7-12,0,7,2,22,6,8,9,30
2019-12-05_uc_davis_boston_u,UC Davis,8-15,1-3,1-1,2-10,1-4,8-10,11-19,2-6,2-2,4-10,1-3,9-12,,,,,,,25-54,5-16,20-25,0,16,2,34,13,8,12,23
2019-12-05_uc_san_diego_chico_st,Chico St.,5-12,1-5,4-6,3-14,0-3,0-0,4-16,2-8,2-3,5-11,0-3,4-4,,,,,,,17-53,3-19,10-13,0,6,5,18,4,15,9,23
2019-12-05_uc_san_diego_chico_st,UC San Diego,5-17,0-6,4-4,7-13,4-6,3-4,4-11,0-4,4-4,5-13,1-7,6-7,,,,,,,21-54,5-23,17-19,0,12,5,28,16,15,18,33
2019-12-05_uc_santa_barbara_pacific,Pacific,7-15,2-6,1-3,2-13,0-4,3-7,8-19,0-5,4-4,5-14,2-2,7-7,,,,,,,22-61,4-17,15-21,0,10,4,30,10,11,19,19
2019-12-05_uc_santa_barbara_pacific,UC Santa Barbara,6-18,1-8,1-4,2-12,1-4,2-6,5-13,1-7,0-0,7-17,6-13,1-2,,,,,,,20-60,9-32,4-12,0,6,4,18,4,11,14,15
2019-12-05_uc_riverside_california_baptist,California Baptist,5-15,2-7,2-3,7-21,2-11,1-1,7-17,2-8,3-4,4-15,1-9,5-7,,,,,,,23-68,7-35,11-15,0,4,2,28,6,5,8,15
2019-12-05_uc_riverside_california_baptist,UC Riverside,5-17,3-8,3-4,8-18,0-2,1-4,7-21,2-10,2-3,9-14,2-6,9-10,,,,,,,29-70,7-26,15-21,0,13,2,26,11,5,14,10
2019-12-06_oregon_st_hawaii,Hawaii,4-12,0-3,1-2,3-13,0-3,0-0,2-18,1-4,0-0,4-13,1-1,3-4,,,,,,,13-56,2-11,4-6,0,7,0,14,0,0,4,8
2019-12-06_oregon_st_hawaii,Oregon St.,6-14,2-5,1-2,8-11,0-3,0-2,7-17,2-6,1-2,6-13,2-4,2-4,,,,,,,27-55,6-18,4-10,0,6,0,34,2,0,12,11
2019-12-06_southern_utah_uc_irvine,UC Irvine,5-13,0-3,6-7,7-17,1-2,2-3,9-17,3-5,1-2,4-17,2-11,3-4,,,,,,,25-64,6-21,12-16,0,26,4,34,10,9,11,26
2019-12-06_southern_utah_uc_irvine,Southern Utah,6-20,2-6,5-7,8-20,2-7,1-1,7-14,1-5,6-11,9-17,0-5,5-6,,,,,,,30-71,5-23,17-25,0,18,4,40,8,9,27,16
2019-12-06_santa_clara_long_beach_st,Long Beach St.,5-15,1-5,0-2,5-15,3-8,0-0,7-19,0-3,2-2,4-13,1-6,5-6,,,,,,,21-62,5-22,7-10,0,5,2,28,9,3,15,18
2019-12-06_santa_clara_long_beach_st,Santa Clara,6-10,5-8,0-0,5-11,1-3,0-0,2-11,0-5,0-0,4-11,1-3,5-5,,,,,,,17-43,7-19,5-5,0,6,2,20,5,3,3,8
2019-12-07_saint_marys_ca_cal_poly,Cal Poly,4-12,0-3,1-2,6-17,1-4,0-0,10-16,0-0,2-2,9-17,0-1,5-5,,,,,,,29-62,1-8,8-9,0,9,0,52,14,0,19,7
2019-12-07_saint_marys_ca_cal_poly,Saint Mary's (CA),7-17,5-11,0-0,8-14,4-9,2-2,12-18,8-12,1-1,4-21,1-13,1-2,,,,,,,31-70,18-45,4-5,0,18,0,24,8,0,18,31
2019-12-07_csun_ucla,UCLA,6-18,1-7,3-5,5-13,0-4,3-4,4-17,1-5,4-6,5-12,1-5,5-7,,,,,,,20-60,3-21,15-22,0,9,1,26,12,1,16,10
2019-12-07_csun_ucla,CSUN,2-9,0-2,2-4,2-11,0-3,7-10,6-16,0-5,0-2,5-14,3-8,2-2,,,,,,,15-50,3-18,11-18,0,9,0,18,10,0,12,17
2019-12-07_san_diego_cal_st_fullerton,Cal St. Fullerton,6-15,0-3,3-3,3-9,0-1,7-10,8-14,3-4,4-5,7-10,3-3,4-5,,,,,,,24-48,6-11,18-23,0,2,5,18,6,1,7,9
2019-12-07_san_diego_cal_st_fullerton,San Diego,9-18,1-4,1-3,7-16,1-4,0-2,4-14,2-6,1-2,6-18,1-6,8-11,,,,,,,26-66,5-20,10-18,0,10,0,34,8,0,26,7
2019-12-07_csu_bakersfield_pacific,Pacific,6-13,1-4,2-2,5-15,2-5,6-6,6-16,1-5,1-3,10-17,0-3,3-8,,,,,,,27-61,4-17,12-19,0,10,7,44,9,9,20,19
2019-12-07_csu_bakersfield_pacific,CSU Bakersfield,5-12,0-5,2-6,10-18,1-5,0-0,4-15,2-9,4-6,7-15,4-7,15-17,,,,,,,26-60,7-26,21-29,0,14,7,32,11,9,13,55
2019-12-08_northern_ariz_uc_davis,UC Davis,4-14,3-9,0-2,9-14,5-7,3-4,6-17,2-6,2-2,6-10,3-5,3-4,,,,,,,25-55,13-27,8-12,0,7,5,22,9,8,18,35
2019-12-08_northern_ariz_uc_davis,Northern Ariz.,8-14,2-6,2-2,4-8,2-3,9-10,2-13,0-4,2-2,6-17,4-10,0-0,,,,,,,20-52,8-23,13-14,0,5,5,16,2,8,15,15
2019-12-08_washington_hawaii,Hawaii,6-15,1-7,2-2,3-14,2-11,4-4,6-11,1-3,3-4,5-11,3-6,6-6,,,,,,,20-51,7-27,15-16,0,2,0,22,13,2,7,5
2019-12-08_washington_hawaii,Washington,2-17,0-7,2-2,6-22,2-5,2-5,4-21,0-8,3-3,7-24,2-9,1-4,,,,,,,19-84,4-29,8-14,0,14,0,30,6,2,18,13
2019-12-08_seattle_u_long_beach_st,Long Beach St.,4-16,1-5,0-0,3-12,0-5,1-2,6-12,2-3,0-0,10-17,2-4,2-6,,,,,,,23-57,5-17,3-8,0,4,1,28,8,1,16,15
2019-12-08_seattle_u_long_beach_st,Seattle U,4-16,3-7,1-2,5-19,1-11,0-0,9-16,3-7,0-0,5-10,0-2,12-18,,,,,,,23-61,7-27,13-20,0,17,1,28,10,1,19,10
2019-12-11_csu_bakersfield_westcliff,Westcliff,2-11,1-3,3-4,5-18,1-8,2-4,4-12,2-5,1-1,3-11,1-4,5-6,,,,,,,14-52,5-20,11-15,0,11,0,18,6,0,8,14
2019-12-11_csu_bakersfield_westcliff,CSU Bakersfield,11-21,3-8,3-6,7-16,2-8,0-0,14-23,3-6,0-1,11-20,3-7,0-1,,,,,,,43-80,11-29,3-8,0,20,0,54,20,0,41,57
2019-12-13_cal_st_fullerton_california_baptist,California Baptist,8-19,6-9,4-4,7-17,2-9,3-3,5-18,3-7,7-9,10-20,4-10,4-7,,,,,,,30-74,15-35,18-23,0,17,1,30,4,3,22,26
2019-12-13_cal_st_fullerton_california_baptist,Cal St. Fullerton,6-17,0-4,0-0,11-19,1-4,4-7,11-18,3-7,6-9,7-15,1-3,12-15,,,,,,,35-69,5-18,22-31,0,19,4,42,0,3,7,6
2019-12-14_csu_bakersfield_uc_santa_barbara,UC Santa Barbara,4-15,0-4,5-5,4-12,1-2,6-6,2-11,1-3,4-4,8-12,5-8,4-9,,,,,,,18-50,7-17,19-24,1,12,2,20,0,0,3,22
2019-12-14_csu_bakersfield_uc_santa_barbara,CSU Bakersfield,7-14,3-6,0-0,5-12,0-5,1-4,6-14,4-7,2-4,4-11,0-3,12-16,,,,,,,22-51,7-21,15-24,1,6,3,16,4,2,16,33
2019-12-14_long_beach_st_oregon,Oregon,13-15,5-6,0-0,7-14,1-8,0-0,6-14,3-8,0-0,8-14,1-5,3-3,,,,,,,34-57,10-27,3-3,0,17,1,32,4,1,30,41
2019-12-14_long_beach_st_oregon,Long Beach St.,6-14,0-4,0-0,5-15,2-8,2-2,4-12,1-5,0-0,3-12,2-6,2-2,,,,,,,18-53,5-23,4-4,0,6,1,22,2,1,18,21
2019-12-15_minnesota_uc_davis,UC Davis,7-14,3-7,1-1,5-16,3-9,0-0,6-12,1-4,3-8,7-18,4-11,2-2,,,,,,,25-60,11-31,6-11,0,7,1,24,6,4,14,38
2019-12-15_minnesota_uc_davis,Minnesota,6-15,3-5,2-2,6-11,2-3,9-11,6-16,1-3,5-6,3-13,2-7,10-12,,,,,,,21-55,8-18,26-31,0,12,1,22,13,4,19,11
2019-12-15_hawaii_hope_intl,Hope Int'l,4-12,2-5,0-0,5-13,1-5,5-8,4-15,2-9,6-9,2-14,0-6,3-8,,,,,,,15-54,5-25,14-25,0,9,2,18,4,2,5,17
2019-12-15_hawaii_hope_intl,Hawaii,5-12,2-5,2-2,10-18,1-7,3-4,9-18,1-7,6-8,8-12,1-3,6-8,,,,,,,32-60,5-22,17-22,0,13,2,52,7,2,27,37
2019-12-15_washington_st_uc_irvine,UC Irvine,7-21,1-2,2-6,5-18,2-6,1-2,6-18,3-4,0-2,3-15,2-6,6-8,,,,,,,21-72,8-18,9-18,0,9,2,24,11,2,2,19
2019-12-15_washington_st_uc_irvine,Washington St.,11-18,3-3,1-2,9-17,1-6,0-1,6-17,1-2,7-13,10-17,0-1,2-2,,,,,,,36-69,5-12,10-18,0,9,2,54,22,2,11,37
2019-12-16_oregon_uc_riverside,UC Riverside,4-15,1-4,0-0,4-17,1-3,4-4,3-14,0-1,0-0,4-15,1-5,4-5,,,,,,,15-61,3-13,8-9,0,6,0,14,1,0,11,4
2019-12-16_oregon_uc_riverside,Oregon,6-20,3-9,2-2,8-15,1-7,4-4,9-17,5-6,0-0,8-21,5-8,2-2,,,,,,,31-73,14-30,8-8,0,12,0,30,22,0,21,16
2019-12-17_cal_st_dom_hills_uc_san_diego,UC San Diego,10-21,4-7,1-2,7-21,1-5,2-2,7-14,2-5,2-2,9-14,4-5,3-3,,,,,,,33-70,11-22,8-9,0,10,3,30,15,4,24,23
2019-12-17_cal_st_dom_hills_uc_san_diego,Cal St. Dom. Hills,8-15,2-4,1-1,6-18,1-3,7-8,4-16,1-5,2-3,4-21,1-5,4-4,,,,,,,22-70,5-17,14-16,0,14,3,20,9,4,7,26
2019-12-18_long_beach_st_air_force,Air Force,3-14,0-3,5-8,7-10,1-3,3-4,7-15,3-7,0-0,7-12,0-1,3-4,,,,,,,24-51,4-14,11-16,0,6,2,30,10,3,10,16
2019-12-18_long_beach_st_air_force,Long Beach St.,9-13,1-2,0-3,2-16,1-5,3-6,4-15,0-1,4-6,8-16,2-5,6-7,,,,,,,23-60,4-13,13-22,0,13,2,40,9,3,28,11
2019-12-18_csun_santa_clara,Santa Clara,6-18,1-5,0-0,6-15,4-8,1-2,10-21,4-12,2-5,9-15,1-1,1-1,,,,,,,31-69,10-26,4-8,0,5,0,36,16,1,9,26
2019-12-18_csun_santa_clara,CSUN,3-16,2-8,2-4,5-18,0-6,1-2,5-20,2-10,3-4,8-20,2-11,1-2,,,,,,,21-74,6-35,7-12,0,15,0,22,11,1,8,12
2019-12-19_pepperdine_uc_davis,UC Davis,7-17,3-8,0-0,7-14,3-5,4-4,5-14,1-4,1-2,6-18,1-5,4-6,,,,,,,25-63,8-22,9-12,0,7,5,34,0,8,16,23
2019-12-19_pepperdine_uc_davis,Pepperdine,4-17,0-4,4-4,6-16,0-2,4-6,9-16,3-6,1-1,6-15,1-5,7-8,,,,,,,25-64,4-17,16-19,0,9,5,36,6,8,7,26
2019-12-19_uc_san_diego_sonoma_st,Sonoma St.,3-11,1-7,3-4,1-16,0-8,0-0,6-19,0-4,1-2,3-11,1-7,2-4,,,,,,,13-57,2-26,6-10,0,7,2,18,0,6,3,15
2019-12-19_uc_san_diego_sonoma_st,UC San Diego,5-16,2-7,1-4,5-14,2-5,4-4,4-11,2-6,3-4,4-15,2-7,4-4,,,,,,,18-56,8-25,12-16,0,9,2,8,6,6,3,30
2019-12-19_grand_canyon_uc_santa_barbara,UC Santa Barbara,7-13,1-3,1-1,7-14,4-5,1-2,6-17,1-4,0-0,3-13,1-5,2-2,,,,,,,23-57,7-17,4-5,0,6,3,28,8,2,10,17
2019-12-19_grand_canyon_uc_santa_barbara,Grand Canyon,7-13,2-2,0-1,3-13,1-8,4-4,4-12,1-2,3-4,6-13,2-3,5-6,,,,,,,20-51,6-15,12-15,0,7,0,26,2,3,14,11
2019-12-19_southern_utah_uc_riverside,UC Riverside,7-17,1-4,0-0,9-12,1-2,2-4,6-17,0-3,0-2,9-18,0-1,2-5,,,,,,,31-64,2-10,4-11,0,8,4,48,8,22,19,9
2019-12-19_southern_utah_uc_riverside,Southern Utah,6-16,2-5,3-5,8-21,2-6,2-3,5-16,0-5,7-10,8-14,2-6,7-7,,,,,,,27-67,6-22,19-25,0,11,4,36,6,22,21,5
2019-12-20_vanderbilt_uc_irvine,UC Irvine,7-20,2-5,2-2,5-16,1-5,1-4,5-12,0-2,5-8,7-15,2-3,2-5,,,,,,,24-63,5-15,10-19,0,14,1,32,11,4,15,24
2019-12-20_vanderbilt_uc_irvine,Vanderbilt,10-17,2-3,1-4,6-17,0-1,5-7,6-19,2-4,4-9,7-13,2-6,2-2,,,,,,,29-66,6-14,12-22,0,9,1,36,21,4,20,36
2019-12-20_cal_poly_seattle_u,Seattle U,7-17,3-8,1-3,6-12,3-7,1-4,5-16,1-6,3-8,5-10,2-6,12-16,,,,,,,23-55,9-27,17-31,0,7,4,24,15,4,24,16
2019-12-20_cal_poly_seattle_u,Cal Poly,7-15,1-3,1-3,2-22,0-7,2-2,5-14,0-2,1-2,5-14,0-3,6-10,,,,,,,19-65,1-15,10-17,0,9,4,20,4,4,7,3
2019-12-20_long_beach_st_utrgv,UTRGV,6-15,2-6,0-0,4-8,4-6,3-6,5-15,2-5,2-2,9-20,3-10,1-3,,,,,,,24-58,11-27,6-11,0,6,4,24,9,6,22,8
2019-12-20_long_beach_st_utrgv,Long Beach St.,8-15,4-6,1-4,7-14,2-4,2-2,6-11,3-7,5-5,2-13,0-5,6-10,,,,,,,23-53,9-22,14-21,0,12,4,28,17,6,14,13
2019-12-21_idaho_hawaii,Hawaii,6-15,2-8,0-0,5-12,1-2,6-6,5-17,0-3,3-3,3-13,2-5,0-0,,,,,,,19-57,5-18,9-9,0,6,0,26,2,0,4,28
2019-12-21_idaho_hawaii,Idaho,7-14,4-9,2-2,10-17,3-5,0-0,3-18,1-9,2-2,7-15,0-5,1-1,,,,,,,27-64,8-28,5-5,0,10,0,24,2,0,14,26
2019-12-21_san_francisco_uc_irvine,UC Irvine,7-16,1-2,1-2,6-13,1-4,1-2,7-13,2-5,0-0,7-17,0-5,1-2,,,,,,,27-59,4-16,3-6,0,2,5,34,2,6,13,12
2019-12-21_san_francisco_uc_irvine,San Francisco,6-18,1-6,0-0,6-17,0-4,1-2,4-8,2-6,7-11,10-19,2-4,3-8,,,,,,,26-62,5-20,11-21,0,21,5,36,0,6,6,16
2019-12-21_arizona_uc_santa_barbara,UC Santa Barbara,4-13,3-8,0-0,4-10,2-5,2-2,3-8,1-3,2-2,4-11,1-6,1-2,,,,,,,15-42,7-22,5-6,0,2,1,14,3,5,5,13
2019-12-21_arizona_uc_santa_barbara,Arizona,6-14,2-7,0-2,5-15,1-7,4-4,8-17,1-4,0-0,6-12,3-5,0-0,,,,,,,25-58,7-23,4-6,0,8,1,24,10,5,20,12
