game_id,team,q1_fg,q1_3p,q1_ft,q2_fg,q2_3p,q2_ft,q3_fg,q3_3p,q3_ft,q4_fg,q4_3p,q4_ft,ot1_fg,ot1_3p,ot1_ft,ot2_fg,ot2_3p,ot2_ft,total_fg,total_3p,total_ft,technical_fouls,second_chance_pts,scores_tied,pts_in_paint,fast_break_pts,lead_changes,pts_off_turnovers,bench_pts
2020-01-30_csu_bakersfield_new_mexico_st,New Mexico St.,5-16,0-4,2-2,3-11,1-4,2-4,3-7,1-2,10-10,10-24,1-5,0-0,,,,,,,21-58,3-15,14-16,0,14,10,26,15,9,19,18
2020-01-30_csu_bakersfield_new_mexico_st,CSU Bakersfield,3-13,0-5,4-4,3-7,1-1,2-4,8-15,2-6,2-2,6-9,1-1,8-11,,,,,,,20-44,4-13,16-21,0,5,10,24,13,9,11,23
2020-02-01_uc_davis_uc_santa_barbara,UC Santa Barbara,6-14,3-3,3-3,5-15,3-6,2-2,3-13,2-5,5-6,5-13,1-5,6-6,,,,,,,19-55,9-19,16-17,0,11,10,14,0,10,6,16
2020-02-01_uc_davis_uc_santa_barbara,UC Davis,5-13,2-6,4-4,5-14,3-6,3-4,6-13,3-6,3-6,5-11,2-5,4-5,,,,,,,21-51,10-23,14-19,0,6,10,20,10,10,12,21
2020-02-01_hawaii_long_beach_st,Long Beach St.,4-11,0-3,0-0,4-12,1-5,1-2,7-14,1-5,2-6,3-10,0-1,3-6,,,,,,,18-47,2-14,6-14,0,0,0,22,9,1,9,4
2020-02-01_hawaii_long_beach_st,Hawaii,5-8,4-5,4-4,4-13,3-9,1-2,7-16,3-7,5-7,6-15,2-5,2-2,,,,,,,22-52,12-26,12-15,0,14,0,16,0,1,15,25
2020-02-01_uc_riverside_uc_irvine,UC Irvine,8-19,3-7,0-1,8-20,1-4,2-3,9-18,3-6,1-3,6-17,0-4,5-6,,,,,,,31-74,7-21,8-13,0,13,0,38,12,1,11,9
2020-02-01_uc_riverside_uc_irvine,UC Riverside,6-19,0-4,0-1,3-14,1-3,7-9,7-19,1-4,0-1,4-20,1-7,3-5,,,,,,,20-72,3-18,10-16,0,8,0,22,11,1,8,4
2020-02-01_uc_san_diego_stanislaus_st,Stanislaus St.,4-16,0-3,0-0,3-14,0-3,4-8,5-19,0-4,10-12,6-17,4-7,0-0,,,,,,,18-66,4-17,14-20,0,11,0,24,3,0,7,26
2020-02-01_uc_san_diego_stanislaus_st,UC San Diego,8-17,4-11,3-4,7-14,4-8,4-4,3-14,2-6,12-13,6-14,3-9,2-2,,,,,,,24-59,13-34,21-23,0,6,0,18,22,0,10,21
2020-02-01_csun_cal_poly,Cal Poly,7-15,4-7,0-0,5-12,1-3,0-0,5-10,0-0,2-2,2-12,0-1,7-12,,,,,,,19-49,5-11,9-14,0,7,0,18,7,0,10,8
2020-02-01_csun_cal_poly,CSUN,6-14,2-4,0-0,3-17,0-4,0-2,4-11,0-6,5-8,3-13,0-4,2-4,,,,,,,16-55,2-18,7-14,0,16,0,22,7,0,13,16
2020-02-01_csu_bakersfield_utrgv,UTRGV,4-13,2-7,3-4,4-9,2-6,4-6,7-17,4-10,3-3,6-14,3-8,3-4,,,,,,,21-53,11-31,13-17,0,8,2,16,5,3,13,6
2020-02-01_csu_bakersfield_utrgv,CSU Bakersfield,3-14,1-5,1-2,6-12,1-4,0-0,5-12,2-4,0-0,7-16,2-6,3-4,,,,,,,21-54,6-19,4-6,0,7,2,24,8,3,14,23
2020-02-05_uc_santa_barbara_uc_irvine,UC Irvine,6-17,0-4,0-0,7-12,0-4,2-2,7-17,0-4,2-3,6-15,0-3,1-2,,,,,,,26-61,0-15,5-7,0,8,2,38,6,1,17,2
2020-02-05_uc_santa_barbara_uc_irvine,UC Santa Barbara,6-15,1-7,2-2,9-19,1-3,2-2,7-14,1-3,1-2,6-15,1-6,2-2,,,,,,,28-63,4-19,7-8,0,14,1,38,2,1,10,8
2020-02-05_csu_bakersfield_california_baptist,California Baptist,3-13,1-7,2-2,3-12,3-8,6-6,4-12,1-4,3-6,6-13,2-5,5-8,,,,,,,16-50,7-24,16-22,0,2,8,16,12,10,6,8
2020-02-05_csu_bakersfield_california_baptist,CSU Bakersfield,5-19,0-4,1-2,6-15,1-3,2-2,7-16,1-3,4-7,4-14,0-3,0-1,,,,,,,22-64,2-13,7-12,0,14,8,26,4,10,8,28
2020-02-06_cal_st_fullerton_uc_davis,UC Davis,6-15,0-3,1-2,8-16,2-5,2-2,7-13,4-6,2-2,4-12,1-6,10-13,,,,,,,25-56,7-20,15-19,0,13,4,30,2,2,12,22
2020-02-06_cal_st_fullerton_uc_davis,Cal St. Fullerton,7-13,1-4,0-0,7-16,2-6,3-6,5-14,1-5,1-2,6-15,1-4,2-2,,,,,,,25-58,5-19,6-10,0,8,8,30,2,3,6,16
2020-02-06_cal_poly_hawaii,Hawaii,6-13,1-6,0-1,7-13,5-9,3-4,4-16,1-11,6-7,3-14,2-10,1-1,,,,,,,20-56,9-36,10-13,0,6,3,16,5,2,10,33
2020-02-06_cal_poly_hawaii,Cal Poly,6-14,0-3,0-0,3-13,1-3,3-4,4-15,0-2,1-4,3-10,0-2,9-9,,,,,,,16-52,1-10,13-17,0,8,0,16,2,1,6,12
2020-02-06_chico_st_uc_san_diego,UC San Diego,4-10,2-6,3-4,6-11,2-3,6-8,6-16,2-6,4-5,4-13,2-8,0-0,1-5,1-1,5-8,,,,21-55,9-24,18-25,1,3,4,20,2,5,12,14
2020-02-06_chico_st_uc_san_diego,Chico St.,5-17,1-6,1-1,7-14,3-6,3-6,3-14,2-4,8-10,6-14,1-2,0-0,0-12,0-7,0-0,,,,21-71,7-25,12-17,0,3,4,18,8,5,15,23
2020-02-06_csun_uc_riverside,UC Riverside,6-12,0-4,0-0,7-15,5-7,1-2,7-12,1-1,2-2,5-12,0-1,8-11,,,,,,,25-51,6-13,11-15,0,11,0,28,12,1,6,8
2020-02-06_csun_uc_riverside,CSUN,4-17,1-5,0-0,4-16,3-7,2-2,6-15,2-5,5-6,8-16,4-7,1-4,,,,,,,22-64,10-24,8-12,0,20,0,22,13,1,19,11
2020-02-08_uc_irvine_uc_davis,UC Davis,7-11,3-5,1-2,4-13,3-7,1-2,6-14,4-8,3-4,8-18,3-11,0-0,,,,,,,25-56,13-31,5-8,0,7,7,24,11,8,10,12
2020-02-08_uc_irvine_uc_davis,UC Irvine,7-18,1-3,0-0,7-17,2-8,2-3,8-15,4-5,2-2,5-11,2-4,6-8,,,,,,,27-61,9-20,10-13,0,13,7,26,2,8,16,17
2020-02-08_uc_santa_barbara_hawaii,Hawaii,7-14,1-4,1-2,4-12,2-7,0-0,7-11,1-4,1-2,5-12,2-6,9-11,,,,,,,23-49,6-21,11-15,0,4,2,20,0,1,9,22
2020-02-08_uc_santa_barbara_hawaii,UC Santa Barbara,8-18,3-4,1-1,1-10,0-3,1-3,6-16,0-4,0-0,5-14,1-5,5-7,,,,,,,20-58,4-16,7-11,0,7,0,32,6,0,13,6
2020-02-08_cal_poly_long_beach_st,Long Beach St.,5-11,1-3,0-0,2-7,0-5,2-7,4-14,2-5,1-4,5-13,2-8,1-5,,,,,,,16-45,5-21,4-16,0,6,2,20,2,0,10,22
2020-02-08_cal_poly_long_beach_st,Cal Poly,7-12,0-2,0-0,7-11,0-2,1-1,6-10,3-4,2-2,6-12,0-1,3-4,,,,,,,26-45,3-9,6-7,0,11,0,36,0,0,14,4
2020-02-08_cal_st_fullerton_uc_riverside,UC Riverside,4-11,1-7,3-4,6-17,1-5,2-2,4-16,0-3,4-4,9-19,0-3,4-6,,,,,,,23-63,2-18,13-16,0,20,0,16,8,0,11,13
2020-02-08_cal_st_fullerton_uc_riverside,Cal St. Fullerton,8-17,1-5,4-5,5-12,1-4,3-7,9-16,1-4,0-0,3-12,1-3,10-13,,,,,,,25-57,4-16,17-25,0,9,0,34,16,0,12,15
2020-02-12_uc_davis_cal_poly,Cal Poly,6-11,1-2,2-3,6-14,2-5,4-4,2-14,0-5,6-6,3-9,0-3,9-12,,,,,,,17-48,3-15,21-25,0,5,0,22,9,0,13,10
2020-02-12_uc_davis_cal_poly,UC Davis,8-14,4-8,0-2,7-13,2-7,0-0,7-14,2-6,3-6,4-13,3-7,5-6,,,,,,,26-54,11-28,8-14,0,12,0,24,5,0,19,21
2020-02-13_hawaii_csun,CSUN,10-17,1-2,0-0,7-19,3-9,2-4,4-18,1-4,1-2,6-15,1-2,3-4,,,,,,,27-69,6-17,6-10,0,16,1,34,7,1,14,7
2020-02-13_hawaii_csun,Hawaii,3-14,2-8,1-2,5-12,4-7,6-6,8-14,1-4,3-5,5-11,2-5,9-12,,,,,,,21-51,9-24,19-25,0,10,1,24,20,1,15,41
2020-02-13_uc_irvine_cal_st_fullerton,Cal St. Fullerton,6-12,1-1,3-4,7-13,0-3,4-4,8-14,1-6,7-10,5-17,1-2,6-11,,,,,,,26-56,3-12,20-29,0,10,7,40,13,6,10,14
2020-02-13_uc_irvine_cal_st_fullerton,UC Irvine,8-16,2-8,0-0,6-18,2-9,1-2,6-19,2-13,5-6,7-14,2-3,14-19,,,,,,,27-67,8-33,20-27,0,11,7,34,5,6,13,15
2020-02-13_uc_san_diego_cal_st_dom_hills,Cal St. Dom. Hills,3-16,1-6,0-0,7-18,1-5,1-1,3-17,1-9,3-4,9-20,1-3,6-10,,,,,,,22-71,4-23,10-15,1,4,1,28,8,0,16,29
2020-02-13_uc_san_diego_cal_st_dom_hills,UC San Diego,11-22,5-9,0-0,9-17,5-9,2-2,9-20,1-4,7-10,5-16,1-5,2-3,,,,,,,34-75,12-27,11-15,1,9,1,40,14,0,15,34
2020-02-13_long_beach_st_uc_santa_barbara,UC Santa Barbara,5-16,0-5,0-0,6-11,5-6,3-4,4-14,2-8,0-2,5-16,0-6,3-4,,,,,,,20-57,7-25,6-10,0,8,9,20,0,9,13,8
2020-02-13_long_beach_st_uc_santa_barbara,Long Beach St.,4-15,0-2,0-0,7-14,0-1,3-3,5-16,1-4,0-0,7-10,0-2,9-10,,,,,,,23-55,1-9,12-13,0,0,9,30,21,9,24,15
2020-02-13_chicago_st_csu_bakersfield,CSU Bakersfield,6-21,1-7,2-3,5-12,1-3,2-4,4-10,0-2,5-7,6-15,0-4,5-11,,,,,,,21-58,2-16,14-25,0,8,2,28,8,6,17,30
2020-02-13_chicago_st_csu_bakersfield,Chicago St.,6-11,1-2,1-1,3-11,2-6,4-4,4-11,0-0,2-2,5-12,1-5,4-6,,,,,,,18-45,4-13,11-13,0,6,2,12,5,6,14,0
2020-02-15_uc_davis_uc_irvine,UC Irvine,6-13,0-3,3-4,3-21,2-9,0-0,3-14,1-7,4-6,5-13,0-2,9-12,,,,,,,17-61,3-21,16-22,0,5,4,24,7,1,9,5
2020-02-15_uc_davis_uc_irvine,UC Davis,7-14,1-5,1-2,8-17,0-2,3-3,9-17,1-2,1-3,4-12,0-4,2-4,,,,,,,28-60,2-13,7-12,0,8,4,46,12,1,17,20
2020-02-15_uc_san_diego_cal_state_la,Cal State LA,10-15,2-4,2-3,4-14,2-6,0-0,5-13,3-8,2-4,7-15,3-5,6-6,,,,,,,26-57,10-23,10-13,0,15,1,24,2,1,9,10
2020-02-15_uc_san_diego_cal_state_la,UC San Diego,7-15,4-10,2-2,7-21,3-8,2-2,7-16,3-8,0-0,7-13,3-6,9-10,,,,,,,28-65,13-32,13-14,0,20,1,20,13,1,12,24
2020-02-15_csun_uc_santa_barbara,UC Santa Barbara,7-14,1-3,2-2,5-16,2-10,4-4,3-15,1-6,2-2,7-12,4-5,5-6,,,,,,,22-57,8-24,13-14,0,17,4,26,10,6,14,27
2020-02-15_csun_uc_santa_barbara,CSUN,6-14,4-9,0-2,4-18,0-5,0-1,6-13,0-2,4-4,6-18,2-6,1-2,,,,,,,22-63,6-22,5-9,0,8,4,24,14,6,12,20
2020-02-15_cal_poly_cal_st_fullerton,Cal St. Fullerton,6-13,3-5,3-4,4-12,0-3,4-5,8-15,1-4,2-3,6-13,0-5,6-8,,,,,,,24-53,4-17,15-20,0,7,2,28,6,1,22,2
2020-02-15_cal_poly_cal_st_fullerton,Cal Poly,9-17,4-8,0-0,2-13,0-4,2-2,5-15,0-1,2-2,8-18,2-5,2-2,,,,,,,24-63,6-18,6-6,0,14,3,28,4,1,11,16
2020-02-15_uc_riverside_long_beach_st,Long Beach St.,2-12,0-3,0-0,5-19,1-7,4-6,8-18,3-7,3-4,5-14,2-6,4-9,,,,,,,20-63,6-23,11-19,0,9,6,22,14,3,20,13
2020-02-15_uc_riverside_long_beach_st,UC Riverside,6-12,3-5,1-2,5-10,0-1,4-4,6-10,1-2,1-3,6-12,1-3,1-3,,,,,,,23-44,5-11,7-12,0,8,6,24,6,3,13,17
2020-02-15_kansas_city_csu_bakersfield,CSU Bakersfield,7-19,4-7,0-0,4-15,1-5,2-2,3-9,2-3,1-2,1-8,0-4,3-5,,,,,,,15-51,7-19,6-9,0,6,8,14,2,3,9,10
2020-02-15_kansas_city_csu_bakersfield,Kansas City,8-15,1-6,1-2,4-15,1-3,5-5,6-17,1-3,0-1,2-12,1-5,8-8,,,,,,,20-59,4-17,14-16,0,13,8,26,8,3,18,11
2020-02-20_uc_davis_cal_st_fullerton,Cal St. Fullerton,7-20,0-2,0-0,6-12,0-1,3-4,8-17,3-7,1-2,5-12,0-1,12-15,,,,,,,26-61,3-11,16-21,0,8,7,32,14,10,12,2
2020-02-20_uc_davis_cal_st_fullerton,UC Davis,5-15,1-7,1-2,5-13,3-7,4-6,6-13,3-5,3-6,5-17,3-9,1-2,,,,,,,21-58,10-28,9-16,0,6,7,22,8,10,13,26
2020-02-20_long_beach_st_uc_irvine,UC Irvine,3-11,2-7,2-5,9-18,4-8,0-0,7-15,5-8,1-2,8-13,2-3,0-0,,,,,,,27-57,13-26,3-7,0,5,2,22,0,4,18,34
2020-02-20_long_beach_st_uc_irvine,Long Beach St.,7-16,2-5,2-5,7-20,3-7,0-0,4-14,2-8,1-2,4-20,3-8,4-4,,,,,,,22-70,10-28,7-11,0,13,2,24,12,4,20,21
2020-02-20_cal_st_east_bay_uc_san_diego,UC San Diego,5-17,1-9,0-0,7-17,5-8,0-0,6-16,3-5,0-0,6-11,0-3,2-6,,,,,,,24-61,9-25,2-6,0,3,2,28,7,2,10,21
2020-02-20_cal_st_east_bay_uc_san_diego,Cal St. East Bay,5-13,1-3,2-4,3-13,0-6,3-4,5-14,2-7,2-4,4-18,2-8,0-0,,,,,,,17-58,5-24,7-12,0,7,2,14,4,2,10,26
2020-02-20_uc_santa_barbara_csun,CSUN,1-12,0-2,0-0,6-13,0-2,1-1,8-15,3-5,2-3,11-18,1-4,1-3,,,,,,,26-58,4-13,4-7,0,5,0,36,8,0,24,0
2020-02-20_uc_santa_barbara_csun,UC Santa Barbara,4-14,3-8,0-0,7-14,2-5,5-6,4-11,0-2,7-10,5-12,1-5,7-8,,,,,,,20-51,6-20,19-24,0,7,0,22,2,1,12,16
2020-02-20_uc_riverside_cal_poly,Cal Poly,6-16,2-7,0-0,8-15,1-4,0-0,7-14,0-3,2-2,4-11,0-2,7-7,,,,,,,25-56,3-16,9-9,0,7,5,22,2,6,27,8
2020-02-20_uc_riverside_cal_poly,UC Riverside,6-8,1-2,0-0,6-13,2-3,3-4,4-13,0-3,2-5,6-13,0-3,0-0,,,,,,,22-47,3-11,5-9,0,6,5,34,4,6,15,10
2020-02-20_csu_bakersfield_utah_valley,Utah Valley,6-13,1-3,1-2,5-12,1-5,4-6,2-10,1-3,1-2,6-15,1-3,2-4,2-3,0-0,9-10,,,,21-53,4-14,17-24,0,9,8,26,10,13,11,8
2020-02-20_csu_bakersfield_utah_valley,CSU Bakersfield,6-14,1-4,1-1,3-10,1-2,2-2,6-22,1-3,3-3,4-13,0-2,3-3,3-14,0-3,0-0,,,,22-73,3-14,9-9,0,18,8,30,10,13,19,11
2020-02-22_hawaii_uc_davis,UC Davis,4-15,2-7,0-0,9-15,3-6,2-2,5-16,1-5,5-8,6-10,3-4,1-1,,,,,,,24-56,9-22,8-11,0,7,1,24,3,3,11,11
2020-02-22_hawaii_uc_davis,Hawaii,3-15,1-6,4-6,4-11,3-6,4-4,6-18,1-5,4-7,2-17,1-12,0-2,,,,,,,15-61,6-29,12-19,0,10,1,16,2,3,8,16
2020-02-22_uc_irvine_cal_poly,Cal Poly,4-11,0-1,0-0,6-15,1-5,3-4,5-15,2-4,0-0,6-15,1-5,2-4,,,,,,,21-56,4-15,5-8,0,14,4,24,10,1,6,8
2020-02-22_uc_irvine_cal_poly,UC Irvine,0-14,0-8,5-8,7-16,1-4,1-1,7-16,2-6,5-8,3-14,1-8,5-9,,,,,,,17-60,4-26,16-26,0,13,4,24,3,1,24,13
2020-02-22_cal_st_monterey_bay_uc_san_diego,UC San Diego,10-16,3-6,1-2,8-16,3-9,1-1,6-11,1-3,3-7,5-14,2-5,1-4,,,,,,,29-57,9-23,6-14,0,17,1,34,12,0,11,22
2020-02-22_cal_st_monterey_bay_uc_san_diego,Cal St. Monterey Bay,5-15,3-10,2-2,2-18,0-4,1-2,3-15,2-9,2-4,4-12,0-5,3-4,,,,,,,14-60,5-28,8-12,0,8,1,18,8,0,6,4
2020-02-22_uc_santa_barbara_uc_riverside,UC Riverside,4-19,0-5,0-0,3-13,0-0,1-2,5-12,0-0,1-2,9-19,0-0,3-6,,,,,,,21-63,0-5,5-10,0,11,1,30,4,0,7,9
2020-02-22_uc_santa_barbara_uc_riverside,UC Santa Barbara,7-14,2-3,2-3,8-19,3-9,3-3,6-14,2-9,0-0,4-11,0-2,3-4,,,,,,,25-58,7-23,8-10,0,11,0,32,6,0,17,18
2020-02-22_cal_st_fullerton_csun,CSUN,7-16,3-7,1-2,6-14,0-4,2-2,6-15,3-6,1-3,2-9,1-3,4-6,,,,,,,21-54,7-20,8-13,0,9,1,24,5,1,15,11
2020-02-22_cal_st_fullerton_csun,Cal St. Fullerton,5-13,1-2,0-2,5-17,0-4,4-7,6-16,2-5,1-2,3-14,0-5,4-6,,,,,,,19-60,3-16,9-17,0,7,0,22,6,0,14,7
2020-02-22_csu_bakersfield_seattle_u,Seattle U,5-13,0-2,4-6,0-11,0-5,6-12,3-14,3-9,2-4,4-15,0-4,4-8,,,,,,,12-53,3-20,16-30,0,5,1,18,12,1,17,9
2020-02-22_csu_bakersfield_seattle_u,CSU Bakersfield,2-17,0-6,8-8,4-17,0-4,2-5,8-17,2-5,4-4,4-15,1-1,2-4,,,,,,,18-66,3-16,16-21,0,18,1,28,8,1,13,10
2020-02-26_cal_poly_uc_santa_barbara,UC Santa Barbara,3-12,1-4,1-2,7-18,1-8,0-0,4-12,1-4,5-8,6-17,3-7,0-0,,,,,,,20-59,6-23,6-10,0,9,2,20,0,1,16,8
2020-02-26_cal_poly_uc_santa_barbara,Cal Poly,10-19,2-4,0-0,4-10,0-2,0-0,5-18,1-4,4-6,3-8,2-3,3-6,,,,,,,22-55,5-13,7-12,0,14,1,28,0,2,8,2
2020-02-27_uc_irvine_hawaii,Hawaii,5-20,2-12,0-0,6-13,1-8,1-1,9-14,5-8,5-7,5-15,3-8,4-6,,,,,,,25-62,11-36,10-14,0,9,3,28,2,8,12,12
2020-02-27_uc_irvine_hawaii,UC Irvine,3-14,2-6,2-4,9-19,0-5,3-5,5-15,0-0,7-7,10-16,2-3,2-2,,,,,,,27-64,4-14,14-18,0,8,3,32,7,8,11,23
2020-02-27_csun_long_beach_state,Long Beach State,3-13,1-5,1-2,3-14,2-9,1-2,7-15,3-8,2-4,6-14,2-7,4-8,,,,,,,19-56,8-29,8-16,0,4,0,22,15,1,21,11
2020-02-27_csun_long_beach_state,CSUN,8-14,3-7,1-1,5-14,1-6,0-0,4-10,0-1,6-8,5-10,3-6,8-12,,,,,,,22-48,7-20,15-21,1,14,1,26,19,2,15,19
2020-02-27_uc_riverside_cal_st_fullerton,Cal St. Fullerton,9-16,6-11,1-2,8-17,0-4,0-0,8-14,3-4,3-6,2-15,1-7,0-0,,,,,,,27-62,10-26,4-8,0,5,0,24,8,1,11,5
2020-02-27_uc_riverside_cal_st_fullerton,UC Riverside,6-17,0-5,0-0,2-13,0-3,0-1,4-21,2-4,1-6,7-17,3-5,1-3,,,,,,,19-68,5-17,2-10,0,9,0,20,8,1,17,4
2020-02-27_utrgv_csu_bakersfield,CSU Bakersfield,7-18,3-6,4-4,7-13,2-5,2-2,4-15,2-3,5-6,4-14,0-3,3-4,,,,,,,22-60,7-17,14-16,0,7,9,24,8,9,14,12
2020-02-27_utrgv_csu_bakersfield,UTRGV,7-14,2-3,2-3,6-15,1-5,0-0,8-15,4-8,3-4,8-14,3-5,1-2,,,,,,,29-58,10-21,6-9,0,8,9,34,18,9,21,16
2020-02-29_uc_davis_uc_riverside,UC Riverside,6-15,3-5,0-0,4-13,1-5,3-4,6-13,2-3,4-6,8-19,3-8,5-5,,,,,,,24-60,9-21,12-15,0,12,4,26,4,3,13,11
2020-02-29_uc_davis_uc_riverside,UC Davis,6-12,2-4,2-2,6-18,3-11,3-4,8-19,6-11,0-2,5-8,3-4,9-14,,,,,,,25-57,14-30,14-22,0,10,4,18,10,3,15,14
2020-02-29_cal_st_fullerton_hawaii,Hawaii,4-13,3-7,3-4,8-17,2-6,0-0,2-10,0-7,8-8,6-19,3-10,5-5,,,,,,,20-59,8-30,16-17,0,2,3,22,0,2,3,26
2020-02-29_cal_st_fullerton_hawaii,Cal St. Fullerton,7-15,1-3,4-4,6-14,1-2,1-2,4-15,3-7,0-0,7-13,2-3,10-14,,,,,,,24-57,7-15,15-20,0,2,2,28,4,3,9,4
2020-02-29_cal_st_san_marcos_uc_san_diego,UC San Diego,4-15,1-4,0-0,6-17,0-4,5-5,9-16,4-8,1-2,2-15,1-9,3-4,,,,,,,21-63,6-25,9-11,0,7,1,26,5,4,5,25
2020-02-29_cal_st_san_marcos_uc_san_diego,Cal St. San Marcos,5-17,4-8,2-2,6-16,2-6,7-8,6-11,2-3,7-9,7-14,3-5,0-0,,,,,,,24-58,11-22,16-19,0,17,1,22,6,4,10,25
2020-02-29_uc_santa_barbara_long_beach_st,Long Beach St.,3-14,1-2,1-1,4-12,1-2,0-0,4-14,0-2,2-3,7-21,1-7,5-7,,,,,,,18-61,3-13,8-11,0,10,0,26,4,0,17,9
2020-02-29_uc_santa_barbara_long_beach_st,UC Santa Barbara,10-17,2-7,2-2,3-11,1-3,1-2,6-12,0-2,1-1,0-7,0-3,10-12,,,,,,,19-47,3-15,14-17,0,13,1,24,0,1,13,10
2020-02-29_cal_poly_csun,CSUN,4-12,0-4,1-2,3-10,1-7,1-4,5-13,2-4,1-2,5-13,1-6,2-3,,,,,,,17-48,4-21,5-11,0,9,0,16,3,0,1,9
2020-02-29_cal_poly_csun,Cal Poly,6-16,3-6,0-0,4-13,2-4,1-2,4-13,1-3,1-2,6-10,1-1,4-4,,,,,,,20-52,7-14,6-8,0,4,0,16,2,0,17,0
2020-02-29_new_mexico_st_csu_bakersfield,CSU Bakersfield,4-15,0-3,1-1,4-13,0-5,3-4,2-13,2-7,10-12,7-16,3-7,4-6,1-10,0-1,3-3,,,,18-67,5-23,21-26,0,7,6,18,10,7,18,17
2020-02-29_new_mexico_st_csu_bakersfield,New Mexico St.,5-13,1-2,0-0,4-13,0-1,2-6,7-21,2-7,4-5,8-15,0-1,0-2,3-6,1-1,3-6,,,,27-68,4-12,9-19,1,10,6,42,17,7,19,21
2020-03-03_uc_san_diego_humboldt_st,Humboldt St.,6-19,0-3,3-4,5-20,2-6,2-2,5-19,0-4,0-0,9-18,3-7,1-1,,,,,,,25-76,5-20,6-7,0,14,1,24,4,5,17,7
2020-03-03_uc_san_diego_humboldt_st,UC San Diego,7-13,1-2,4-5,7-18,1-4,3-3,11-18,2-4,2-2,7-13,1-3,0-0,,,,,,,32-62,5-13,9-10,0,12,1,40,7,5,8,18
2020-03-04_hawaii_uc_santa_barbara,UC Santa Barbara,6-14,2-4,0-0,5-11,2-4,0-0,8-13,1-1,2-5,6-13,0-4,0-1,,,,,,,25-51,5-13,2-6,0,9,4,36,0,4,13,11
2020-03-04_hawaii_uc_santa_barbara,Hawaii,5-9,2-5,1-2,4-14,3-8,2-2,5-17,1-9,0-0,7-13,2-5,3-4,,,,,,,21-53,8-27,6-8,0,8,4,24,2,4,15,20
2020-03-04_long_beach_st_cal_st_fullerton,Cal St. Fullerton,5-12,1-3,4-6,4-11,1-2,1-2,3-10,0-1,4-4,3-13,0-5,8-9,,,,,,,15-46,2-11,17-21,0,3,1,16,0,3,15,6
2020-03-04_long_beach_st_cal_st_fullerton,Long Beach St.,7-13,3-7,4-6,3-17,2-4,1-1,5-14,2-7,2-2,1-10,0-5,6-10,,,,,,,16-54,7-23,13-19,0,13,1,12,7,3,13,12
2020-03-05_csun_uc_davis,UC Davis,9-18,2-7,2-2,2-15,1-10,1-2,8-14,4-8,5-6,7-14,3-5,1-1,,,,,,,26-61,10-30,9-11,0,8,1,28,19,4,17,33
2020-03-05_csun_uc_davis,CSUN,5-16,2-3,2-4,5-17,2-7,1-2,7-15,1-2,0-0,6-15,2-6,2-3,,,,,,,23-63,7-18,5-9,0,21,0,30,8,4,7,14
2020-03-05_uc_irvine_uc_riverside,UC Riverside,7-13,1-3,6-7,3-16,1-4,1-5,3-14,2-5,5-8,12-18,3-7,7-9,,,,,,,25-61,7-19,19-29,0,11,3,30,10,4,18,11
2020-03-05_uc_irvine_uc_riverside,UC Irvine,8-16,3-6,0-0,9-16,3-9,2-4,7-12,1-5,1-2,9-13,5-6,5-6,,,,,,,33-57,12-26,8-12,0,10,3,28,9,4,13,22
2020-03-06_uc_san_diego_stanislaus_st,Stanislaus St.,5-19,0-7,1-1,6-18,3-7,0-2,8-18,3-7,1-3,2-20,2-7,1-2,,,,,,,21-75,8-28,3-8,0,6,3,24,0,5,6,16
2020-03-06_uc_san_diego_stanislaus_st,UC San Diego,6-12,1-6,4-8,9-19,4-12,0-0,2-17,0-6,0-0,10-12,6-7,4-5,,,,,,,27-60,11-31,8-13,0,10,3,26,10,5,14,22
2020-03-07_long_beach_st_uc_davis,UC Davis,3-10,1-5,1-2,6-10,3-5,4-4,4-14,0-6,4-5,7-13,2-6,2-5,,,,,,,20-47,6-22,11-16,0,9,5,24,5,6,12,25
2020-03-07_long_beach_st_uc_davis,Long Beach St.,6-16,0-3,2-2,5-16,1-8,2-3,5-13,1-3,2-3,7-9,4-5,8-12,,,,,,,23-54,6-19,14-20,0,4,5,22,0,6,17,15
2020-03-07_hawaii_cal_poly,Cal Poly,4-16,0-4,1-2,9-15,2-4,0-0,3-13,0-0,4-7,6-16,0-2,7-8,,,,,,,22-60,2-10,12-17,0,9,0,34,3,0,12,4
2020-03-07_hawaii_cal_poly,Hawaii,6-13,2-5,7-8,8-14,4-8,1-1,7-13,3-7,2-2,5-12,3-6,1-4,,,,,,,26-52,12-26,11-15,0,4,0,24,7,0,6,29
2020-03-07_cal_st_fullerton_uc_irvine,UC Irvine,7-18,5-10,1-2,4-17,2-4,2-2,7-18,2-6,0-0,5-10,3-3,7-12,,,,,,,23-63,12-23,10-16,0,13,1,22,15,3,8,15
2020-03-07_cal_st_fullerton_uc_irvine,Cal St. Fullerton,7-16,1-5,0-0,6-20,1-6,1-2,5-15,2-6,2-2,4-22,1-12,0-0,,,,,,,22-73,5-29,3-4,0,3,2,24,14,2,8,3
2020-03-07_cal_st_san_marcos_uc_san_diego,UC San Diego,9-15,2-3,0-0,4-19,0-7,3-3,8-15,3-5,2-2,9-16,3-7,0-0,,,,,,,30-65,8-22,5-5,0,4,1,34,6,0,22,15
